SID:020,2,BOTO2F,RW12,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,1170,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOTO2F,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOTO2F,RW12,D050K,MM,P,C,E   ,L,   ,AF, ,CZM,MM,D, ,      ,0500,0110,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BOTO2F,RW12,BOTOP,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CZM7C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,CZM7C,RW12,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,1170,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CZM7C,RW12,CZM,MM,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CZM7D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,CZM7D,RW30,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,2970,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CZM7D,RW30,CZM,MM,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAXU2A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,DAXU2A,RW12,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,1170,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAXU2A,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAXU2A,RW12,D206K,MM,P,C,E   ,R,   ,AF, ,CZM,MM,D, ,      ,2064,0110,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DAXU2A,RW12,DAXUM,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAXU2B,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,DAXU2B,RW30,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,2970,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAXU2B,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAXU2B,RW30,D206K,MM,P,C,E   ,L,   ,AF, ,CZM,MM,D, ,      ,2064,0110,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DAXU2B,RW30,DAXUM,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DUPIX2,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,DUPIX2,RW30,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,2970,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DUPIX2,RW30,D277Q,MM,P,C,E   , ,   ,CF, ,CZM,MM,D, ,      ,2776,0170,2480,0076, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DUPIX2,RW30,DUPIX,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOSUL2,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,GOSUL2,RW12,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,1170,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOSUL2,RW12,D104Q,MM,P,C,E   , ,   ,CF, ,CZM,MM,D, ,      ,1038,0170,0810,0068, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GOSUL2,RW12,GOSUL,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ITAKU2,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,ITAKU2,RW12,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,1170,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,ITAKU2,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ITAKU2,RW12,D152K,MM,P,C,E   ,R,   ,AF, ,CZM,MM,D, ,      ,1517,0110,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ITAKU2,RW12,ITAKU,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ITPI2A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,ITPI2A,RW12,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,1170,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ITPI2A,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ITPI2A,RW12,D192K,MM,P,C,E   ,R,   ,AF, ,CZM,MM,D, ,      ,1929,0110,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ITPI2A,RW12,ITPIG,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ITPI2B,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,ITPI2B,RW30,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,2970,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ITPI2B,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ITPI2B,RW30,D192K,MM,P,C,E   ,L,   ,AF, ,CZM,MM,D, ,      ,1929,0110,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ITPI2B,RW30,ITPIG,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KASI1A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,00900,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,KASI1A,RW12,ATHLO,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KASI1A,RW12,CZ402,MM,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KASI1A,RW12,CZ411,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KASI1A,RW12,CZ435,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KASI1A,RW12,KASIV,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KASI1B,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00500,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,KASI1B,RW30,CZ411,MM,P,C,E   , ,   ,CF, ,CZM,MM,D, ,      ,2613,0319,2570,0290, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KASI1B,RW30,CZ910,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KASI1B,RW30,CZ916,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KASI1B,RW30,KASIV,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,19000,17000,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIDE2E,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,LIDE2E,RW30,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,2970,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIDE2E,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LIDE2E,RW30,D007K,MM,P,C,E   ,R,   ,AF, ,CZM,MM,D, ,      ,0075,0110,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LIDE2E,RW30,LIDEK,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOSU2C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,00900,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,NOSU2C,RW12, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NOSU2C,RW12,CZ430,MM,P,C,E   , ,   ,CF, ,CZM,MM,D, ,      ,0594,0271,0490,0200,+,09500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NOSU2C,RW12,XULDA,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NOSU2C,RW12,NOSUG,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOSU2D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00500,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,NOSU2D,RW30,CZ603,MM,P,C,E   ,R,   ,CF,Y,CZM,MM,D, ,      ,0852,0103,1100,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NOSU2D,RW30,CZ431,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NOSU2D,RW30,XULDA,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NOSU2D,RW30,NOSUG,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NUDA2C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,00900,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,NUDA2C,RW12, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NUDA2C,RW12,CZ430,MM,P,C,E   , ,   ,CF, ,CZM,MM,D, ,      ,0594,0271,0490,0200,+,09500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NUDA2C,RW12,XULDA,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NUDA2C,RW12,NOXEK,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NUDA2C,RW12,NUDAL,MU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NUDA2D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00500,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,NUDA2D,RW30,CZ603,MM,P,C,E   ,R,   ,CF,Y,CZM,MM,D, ,      ,0852,0103,1100,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NUDA2D,RW30,CZ431,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NUDA2D,RW30,XULDA,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NUDA2D,RW30,NOXEK,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NUDA2D,RW30,NUDAL,MU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OBTA2A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,OBTA2A,RW12,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,1170,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OBTA2A,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OBTA2A,RW12,D181K,MM,P,C,E   ,R,   ,AF, ,CZM,MM,D, ,      ,1815,0110,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,OBTA2A,RW12,OBTAM,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OBTA2B,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,OBTA2B,RW30,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,2970,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OBTA2B,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OBTA2B,RW30,D181K,MM,P,C,E   ,L,   ,AF, ,CZM,MM,D, ,      ,1814,0110,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,OBTA2B,RW30,OBTAM,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OTED2A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,OTED2A,RW12,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,1170,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OTED2A,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OTED2A,RW12,D216K,MM,P,C,E   ,R,   ,AF, ,CZM,MM,D, ,      ,2162,0110,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,OTED2A,RW12,OTEDI,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OTED2B,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00420,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,2,OTED2B,RW30,CZM,MM,D, ,V   , ,   ,FD, ,CZM,MM,D, ,      ,0000,0000,2970,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OTED2B,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OTED2B,RW30,D216K,MM,P,C,E   ,L,   ,AF, ,CZM,MM,D, ,      ,2162,0110,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,OTED2B,RW30,OTEDI,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ROTG2C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,00900,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,ROTG2C,RW12, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ROTG2C,RW12,CZ430,MM,P,C,E   , ,   ,CF, ,CZM,MM,D, ,      ,0594,0271,0490,0200,+,09500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ROTG2C,RW12,XULDA,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ROTG2C,RW12,ROTGI,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ROTG2D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00500,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,ROTG2D,RW30,CZ603,MM,P,C,E   ,R,   ,CF,Y,CZM,MM,D, ,      ,0852,0103,1100,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ROTG2D,RW30,CZ431,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ROTG2D,RW30,XULDA,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ROTG2D,RW30,ROTGI,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SIGM2A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,00900,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,SIGM2A,RW12,ATHLO,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SIGM2A,RW12,KINON,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SIGM2A,RW12,SIGMA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SIGM2B,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00500,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,SIGM2B,RW30,CZ604,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SIGM2B,RW30,IRDUS,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SIGM2B,RW30,ILEKO,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SIGM2B,RW30,OBTAM,MM,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,SIGM2B,RW30,CZ911,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,SIGM2B,RW30,CZ912,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,SIGM2B,RW30,ALROM,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,SIGM2B,RW30,SIGMA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ULIP1A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,00900,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,ULIP1A,RW12,ATHLO,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ULIP1A,RW12,CZ402,MM,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ULIP1A,RW12,CZ411,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ULIP1A,RW12,CZ922,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ULIP1A,RW12,ULIPA,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ULIP1B,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00500,     ,18500, ,   ,    ,   ,CZM,MM,D, , , , , ;
SID:020,5,ULIP1B,RW30,CZ411,MM,P,C,E   , ,   ,CF, ,CZM,MM,D, ,      ,2613,0319,2570,0290, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
